Time(s):,Tower T:,Tower TEMP,Room T:,Room TEMP,PID,P:,I:,D:,Mass: ,Mass/10,MassRate: ,Average (MassRate * 100),Freq: ,Frequency Average,Epsilon: 
225,21.81,21.81,82.87,82.87,135,305.5,100,0,0.26,0.026,0.02,1.72,155000,154838.2353,29.09
226,21.81,21.81,82.87,82.87,135,305.5,100,0,0.14,0.014,0.02,1.8,154500,154852.9412,29.18
226,21.81,21.81,82.94,82.94,135,305.5,100,0,0.15,0.015,-0.01,1.84,154500,154852.9412,29.18
227,21.81,21.81,82.94,82.94,135,305.5,100,0,0.19,0.019,-0.01,1.76,155000,154867.6471,29.09
228,21.81,21.81,82.94,82.94,135,305.5,100,0,0.24,0.024,0.01,1.56,155000,154867.6471,29.09
229,21.81,21.81,83,83,135,305.5,100,0,0.25,0.025,0.01,1.36,155000,154867.6471,29.09
230,21.81,21.81,83,83,135,305.5,100,0,0.23,0.023,0.01,1.16,155000,154852.9412,29.09
231,21.81,21.81,83,83,135,305.5,100,0,0.2,0.02,0.01,0.96,154500,154852.9412,29.18
231,21.81,21.81,83.06,83.06,135,305.5,100,0,0.17,0.017,0,0.68,155000,154852.9412,29.09
232,21.81,21.81,83.06,83.06,135,305.5,100,0,0.07,0.007,0,0.32,155000,154852.9412,29.09
233,21.81,21.81,83.06,83.06,135,305.5,100,0,0.02,0.002,-0.03,-0.04,155000,154852.9412,29.09
234,21.81,21.81,83.12,83.12,135,305.5,100,0,-0.04,-0.004,-0.03,-0.4,155000,154852.9412,29.09
236,21.81,21.81,83.19,83.19,135,305.5,100,0,-0.12,-0.012,-0.03,-0.88,155000,154852.9412,29.09
236,21.81,21.81,83.19,83.19,135,305.5,100,0,-0.05,-0.005,-0.04,-1.16,155000,154838.2353,29.09
237,21.81,21.81,83.19,83.19,135,305.5,100,0,-0.1,-0.01,-0.04,-1.4,154500,154838.2353,29.18
238,21.81,21.81,83.19,83.19,135,305.5,100,0,-0.16,-0.016,-0.04,-1.72,155000,154838.2353,29.09
239,21.81,21.81,83.25,83.25,135,305.5,100,0,-0.3,-0.03,-0.04,-1.88,154500,154838.2353,29.18
240,21.81,21.81,83.25,83.25,135,305.5,100,0,-0.32,-0.032,-0.06,-2.04,155000,154852.9412,29.09
241,21.81,21.81,83.25,83.25,135,305.5,100,0,-0.26,-0.026,-0.04,-2.24,154500,154852.9412,29.18
241,21.81,21.81,83.25,83.25,135,305.5,100,0,-0.27,-0.027,-0.06,-2.44,155500,154867.6471,29
242,21.87,21.87,83.25,83.25,135,305,100,-1.13,-0.27,-0.027,-0.04,-2.4,155000,154882.3529,29.07
243,21.87,21.87,83.25,83.25,135,305,100,0,-0.37,-0.037,-0.03,-2.36,155000,154882.3529,29.07
245,21.87,21.87,83.31,83.31,135,305,100,0,-0.57,-0.057,-0.05,-2.36,154500,154867.6471,29.16
246,21.87,21.87,83.31,83.31,135,305,100,0,-0.48,-0.048,-0.02,-2.28,155000,154867.6471,29.07
247,21.87,21.87,83.31,83.31,135,305,100,0,-0.49,-0.049,-0.02,-2.2,154500,154867.6471,29.16
248,21.87,21.87,83.37,83.37,135,305,100,0,-0.44,-0.044,-0.03,-2.04,154500,154882.3529,29.16
249,21.87,21.87,83.37,83.37,135,305,100,0,-0.36,-0.036,-0.03,-1.84,155000,154867.6471,29.07
250,21.87,21.87,83.37,83.37,135,305,100,0,-0.31,-0.031,0,-1.64,155000,154867.6471,29.07
250,21.87,21.87,83.44,83.44,135,305,100,0,-0.22,-0.022,0,-1.32,155000,154867.6471,29.07
251,21.87,21.87,83.44,83.44,135,305,100,0,-0.2,-0.02,0.01,-1.12,154500,154867.6471,29.16
253,21.87,21.87,83.5,83.5,135,305,100,0,-0.18,-0.018,0.03,-0.96,154500,154867.6471,29.16
254,21.87,21.87,83.5,83.5,135,305,100,0,-0.14,-0.014,0.03,-0.76,155000,154852.9412,29.07
255,21.94,21.94,83.56,83.56,135,304.5,100,-1.13,-0.13,-0.013,0.05,-0.48,155000,154867.6471,29.05
255,21.94,21.94,83.56,83.56,135,304.5,100,0,-0.04,-0.004,0.05,-0.2,155000,154867.6471,29.05
256,21.94,21.94,83.56,83.56,135,304.5,100,0,-0.13,-0.013,0.05,-3.67761E-16,155000,154897.0588,29.05
257,21.94,21.94,83.56,83.56,135,304.5,100,0,-0.18,-0.018,0.05,0.28,155000,154897.0588,29.05
258,21.94,21.94,83.62,83.62,135,304.5,100,0,-0.22,-0.022,0.02,0.48,155000,154911.7647,29.05
260,22,22,83.62,83.62,135,304,100,0,-0.09,-0.009,0.01,0.76,155000,154897.0588,29.03
260,22,22,83.62,83.62,135,304,100,0,0.01,0.001,0.01,0.96,154500,154897.0588,29.13
261,22,22,83.62,83.62,135,304,100,0,0.03,0.003,0.03,1.12,155000,154882.3529,29.03
262,22,22,83.62,83.62,135,304,100,0,-0.02,-0.002,0.03,1.32,155000,154897.0588,29.03
264,22.06,22.06,83.69,83.69,135,303.5,100,-0.57,-0.04,-0.004,0.01,1.4,155000,154867.6471,29.01
265,22.12,22.12,83.75,83.75,135,303,100,-1.13,-0.06,-0.006,0.01,1.36,154500,154867.6471,29.09
265,22.06,22.06,83.69,83.69,135,303.5,100,0,0.01,0.001,0.01,1.36,155000,154882.3529,29.01
266,22.12,22.12,83.75,83.75,135,303,100,0,-0.11,-0.011,0.01,1.4,155000,154882.3529,28.99
267,22.12,22.12,83.81,83.81,135,303,100,0,-0.06,-0.006,0.01,1.32,155000,154882.3529,28.99
268,22.19,22.19,83.81,83.81,135,302.5,100,-1.13,-0.1,-0.01,0.01,1.28,155000,154882.3529,28.98
269,22.25,22.25,83.87,83.87,135,302,100,-1.13,-0.24,-0.024,0,1.2,154500,154897.0588,29.05
269,22.19,22.19,83.81,83.81,135,302.5,100,0,-0.13,-0.013,0,1.04,155000,154911.7647,28.98
270,22.25,22.25,83.87,83.87,135,302,100,0,-0.23,-0.023,-0.03,0.88,155000,154911.7647,28.96
271,22.25,22.25,83.87,83.87,135,302,100,0,-0.25,-0.025,-0.03,0.6,155500,154911.7647,28.86
272,22.31,22.31,83.94,83.94,135,301.5,100,-1.13,-0.15,-0.015,-0.02,0.32,155000,154911.7647,28.94
273,22.31,22.31,83.94,83.94,135,301.5,100,0,-0.15,-0.015,-0.02,0.16,155000,154911.7647,28.94
274,22.37,22.37,83.94,83.94,135,301,100,-1.13,-0.11,-0.011,-0.01,6.93889E-17,155000,154897.0588,28.92
274,22.37,22.37,83.94,83.94,135,301,100,0,-0.11,-0.011,-0.01,-0.04,155000,154897.0588,28.92
275,22.44,22.44,83.94,83.94,135,300.5,100,-1.13,-0.18,-0.018,-0.01,-0.04,154500,154911.7647,28.99
276,22.44,22.44,84,84,135,300.5,100,0,-0.21,-0.021,-0.01,-0.08,155000,154926.4706,28.9
277,22.5,22.5,84,84,135,300,100,-1.13,-0.28,-0.028,-0.02,-0.2,154000,154911.7647,29.07
278,22.5,22.5,84,84,135,300,100,0,-0.21,-0.021,-0.02,-0.28,154500,154897.0588,28.98
279,22.56,22.56,84,84,135,299.5,100,-1.13,-0.16,-0.016,0.01,-0.28,155000,154897.0588,28.86
279,22.56,22.56,84,84,135,299.5,100,0,-0.16,-0.016,0.01,-0.24,155000,154911.7647,28.86
280,22.62,22.62,84.06,84.06,135,299,100,-1.13,-0.12,-0.012,0.01,-0.2,155000,154911.7647,28.84
281,22.69,22.69,84.06,84.06,135,298.5,100,-1.13,-0.17,-0.017,0.01,-0.08,155000,154911.7647,28.83
282,22.69,22.69,84.06,84.06,135,298.5,100,0,-0.12,-0.012,0,-0.08,155000,154911.7647,28.83
283,22.75,22.75,84.12,84.12,135,298,100,-1.13,-0.06,-0.006,0,-0.08,155000,154911.7647,28.81
284,22.81,22.81,84.12,84.12,135,297.5,100,-1.13,-0.06,-0.006,0.01,0.08,155000,154911.7647,28.79
284,22.87,22.87,84.12,84.12,135,297,100,-1.13,-0.07,-0.007,0.01,0.24,155000,154882.3529,28.77
285,22.87,22.87,84.19,84.19,135,297,100,0,-0.01,-0.001,0.02,0.44,155000,154882.3529,28.77
286,22.94,22.94,84.19,84.19,135,296.5,100,-1.13,0.15,0.015,0.02,0.72,155000,154867.6471,28.75
287,23,23,84.19,84.19,135,296,100,-1.13,0.12,0.012,0.04,0.88,154500,154867.6471,28.83
289,23.12,23.12,84.25,84.25,135,295,100,-1.13,0.13,0.013,0.01,1.12,155000,154867.6471,28.69
289,23.06,23.06,84.19,84.19,135,295.5,100,-0.57,0.02,0.002,0.01,1.24,155500,154867.6471,28.62
290,23.19,23.19,84.25,84.25,135,294.5,100,-1.13,0.19,0.019,0.04,1.36,155000,154882.3529,28.68
291,23.25,23.25,84.25,84.25,135,294,100,-1.13,0.13,0.013,0.04,1.48,154500,154882.3529,28.75
293,23.31,23.31,84.31,84.31,135,293.5,100,-0.57,0.14,0.014,0.02,1.6,154500,154882.3529,28.73
294,23.44,23.44,84.31,84.31,135,292.5,100,-1.13,0.38,0.038,0.04,1.68,155000,154911.7647,28.6
294,23.37,23.37,84.31,84.31,135,293,100,-1.13,0.18,0.018,0.02,1.76,155000,154897.0588,28.62
295,23.5,23.5,84.37,84.37,135,292,100,-1.13,0.28,0.028,0.04,1.72,155000,154897.0588,28.58
296,23.56,23.56,84.37,84.37,135,291.5,100,-1.13,0.21,0.021,0.02,1.68,155000,154882.3529,28.56
297,23.62,23.62,84.37,84.37,135,291,100,-1.13,0.21,0.021,0.02,1.52,155000,154882.3529,28.54
298,23.69,23.69,84.37,84.37,135,290.5,100,-1.13,0.24,0.024,0.02,1.36,155000,154882.3529,28.53
298,23.75,23.75,84.37,84.37,135,290,100,-1.13,0.25,0.025,0.02,1.2,154500,154882.3529,28.6
299,23.81,23.81,84.44,84.44,135,289.5,100,-1.13,0.13,0.013,0,1.04,154000,154882.3529,28.68
300,23.81,23.81,84.44,84.44,135,289.5,100,0,0.14,0.014,0,0.88,155000,154882.3529,28.49
301,23.94,23.94,84.44,84.44,135,288.5,100,-2.26,0.13,0.013,0,0.72,155000,154882.3529,28.45
302,24,24,84.44,84.44,135,288,100,-1.13,0.1,0.01,0,0.48,155000,154867.6471,28.43
303,24.12,24.12,84.5,84.5,135,287,100,-2.26,-0.07,-0.007,-0.03,0.24,155000,154867.6471,28.39
303,24,24,84.44,84.44,135,288,100,0,-0.12,-0.012,-0.03,-0.08,155000,154867.6471,28.43
304,24.19,24.19,84.5,84.5,135,286.5,100,-1.13,-0.03,-0.003,-0.04,-0.28,155500,154867.6471,28.28
305,24.25,24.25,84.5,84.5,135,286,100,-1.13,-0.11,-0.011,-0.04,-0.4,154500,154838.2353,28.45
307,24.37,24.37,84.5,84.5,135,285,100,-1.15,-0.14,-0.014,-0.03,-0.64,155000,154838.2353,28.32
308,24.44,24.44,84.56,84.56,135,284.5,100,-1.13,-0.13,-0.013,-0.03,-0.92,155000,154852.9412,28.3
308,24.5,24.5,84.56,84.56,135,284,100,-1.13,-0.15,-0.015,-0.04,-1.12,154000,154852.9412,28.47
309,24.56,24.56,84.56,84.56,135,283.5,100,-1.13,-0.16,-0.016,-0.04,-1.36,155000,154852.9412,28.26
310,24.62,24.62,84.56,84.56,135,283,100,-1.13,-0.17,-0.017,-0.04,-1.52,154500,154852.9412,28.34
311,24.69,24.69,84.62,84.62,135,282.5,100,-1.13,-0.16,-0.016,-0.04,-1.76,155000,154838.2353,28.23
312,24.75,24.75,84.62,84.62,135,282,100,-1.13,-0.17,-0.017,-0.02,-1.92,155000,154823.5294,28.21
313,24.87,24.87,84.62,84.62,135,281,100,-2.26,-0.25,-0.025,-0.02,-2.08,155000,154823.5294,28.17
313,24.94,24.94,84.69,84.69,135,280.5,100,-1.13,-0.33,-0.033,-0.03,-2.24,155000,154823.5294,28.15
314,25,25,84.69,84.69,135,280,100,-1.13,-0.33,-0.033,-0.03,-2.36,155000,154823.5294,28.13
315,25.06,25.06,84.69,84.69,135,279.5,100,-1.13,-0.32,-0.032,-0.02,-2.4,155000,154852.9412,28.11
316,25.19,25.19,84.69,84.69,135,278.5,100,-2.26,-0.35,-0.035,-0.02,-2.48,154500,154852.9412,28.17
317,25.25,25.25,84.75,84.75,135,278,100,-1.13,-0.26,-0.026,-0.02,-2.52,155000,154867.6471,28.06
318,25.44,25.44,84.75,84.75,135,276.5,100,-2.26,-0.25,-0.025,-0.02,-2.6,154500,154882.3529,28.09
318,25.31,25.31,84.75,84.75,135,277.5,100,-1.13,-0.35,-0.035,-0.02,-2.52,155000,154882.3529,28.04
319,25.5,25.5,84.75,84.75,135,276,100,-1.13,-0.25,-0.025,-0.02,-2.48,154500,154838.2353,28.08
320,25.62,25.62,84.75,84.75,135,275,100,-2.26,-0.22,-0.022,-0.01,-2.32,155000,154838.2353,27.94
321,84.75,25.62,84.75,84.75,255,-198,77.72,-1068.52,-0.38,-0.038,-0.01,-2.16,155000,154838.2353,10.21
322,25.81,25.81,84.81,84.81,135,273.5,100,1066.42,-0.48,-0.048,-0.02,-2.08,154500,154838.2353,27.98
323,25.87,25.87,84.81,84.81,135,273,100,0,-0.38,-0.038,-0.01,-2,155000,154838.2353,27.87
323,25.87,25.87,84.81,84.81,135,273,100,-1.13,-0.46,-0.046,-0.02,-1.84,155000,154867.6471,27.87
324,25.81,25.81,84.81,84.81,135,273.5,100,1.13,-0.41,-0.041,-0.01,-1.64,154500,154867.6471,27.98
325,25.81,25.81,84.81,84.81,135,273.5,100,0,-0.48,-0.048,-0.02,-1.44,154500,154882.3529,27.98
327,25.94,25.94,84.87,84.87,135,272.5,100,-1.14,-0.38,-0.038,0,-1.24,155000,154882.3529,27.85
327,26,26,84.87,84.87,135,272,100,-1.13,-0.39,-0.039,0,-1.12,155000,154867.6471,27.83
328,26.19,26.19,84.87,84.87,135,270.5,100,-3.39,-0.35,-0.035,-0.01,-0.92,154500,154867.6471,27.87
329,26.31,26.31,84.87,84.87,135,269.5,100,-2.26,-0.33,-0.033,-0.01,-0.68,155000,154852.9412,27.74
330,26.5,26.5,84.94,84.94,135,268,100,-3.39,-0.33,-0.033,0,-0.52,155000,154838.2353,27.68
332,26.69,26.69,84.94,84.94,135,266.5,100,-2.26,-0.35,-0.035,0.01,-0.4,155500,154838.2353,27.53
332,26.81,26.81,84.94,84.94,135,265.5,100,-2.26,-0.37,-0.037,0.01,-0.28,155500,154852.9412,27.5
333,26.94,26.94,84.94,84.94,135,264.5,100,-2.26,-0.18,-0.018,0.01,-0.16,155000,154852.9412,27.55
334,27.06,27.06,85,85,135,263.5,100,-2.26,-0.15,-0.015,0.01,-0.04,153500,154852.9412,27.8
335,27.25,27.25,85,85,135,262,100,-3.39,-0.23,-0.023,0.03,0.04,155500,154852.9412,27.36
336,27.31,27.31,85,85,135,261.5,100,-1.13,-0.31,-0.031,0.03,0.12,154500,154867.6471,27.53
337,27.44,27.44,85,85,135,260.5,100,-2.26,-0.24,-0.024,0.01,0.08,155000,154867.6471,27.4
338,27.62,27.62,85,85,135,259,100,-1.13,-0.29,-0.029,0.01,0.04,155000,154867.6471,27.34
339,27.75,27.75,85.06,85.06,135,258,100,-2.26,-0.28,-0.028,0.01,0.08,155000,154882.3529,27.31
340,27.81,27.81,85.06,85.06,135,257.5,100,-1.13,-0.28,-0.028,0.01,0.08,155000,154882.3529,27.29
341,28.06,28.06,85.06,85.06,135,255.5,100,-4.52,-0.26,-0.026,0.01,0.08,155000,154882.3529,27.21
342,28.19,28.19,85.06,85.06,135,254.5,100,-2.26,-0.33,-0.033,0,0.04,155000,154882.3529,27.18
342,28.31,28.31,85.12,85.12,135,253.5,100,-2.26,-0.38,-0.038,0,0,154500,154897.0588,27.23
343,28.44,28.44,85.12,85.12,135,252.5,100,-2.26,-0.42,-0.042,-0.02,-0.12,155000,154882.3529,27.1
344,28.62,28.62,85.12,85.12,135,251,100,-3.39,-0.35,-0.035,-0.02,-0.28,154500,154882.3529,27.14
345,28.75,28.75,85.12,85.12,135,250,100,-2.26,-0.36,-0.036,-0.01,-0.4,154500,154897.0588,27.1
346,28.81,28.81,85.12,85.12,135,249.5,100,-1.13,-0.38,-0.038,-0.01,-0.44,155000,154897.0588,26.99
347,29,29,85.19,85.19,135,248,100,-2.26,-0.49,-0.049,-0.02,-0.52,155000,154882.3529,26.93
347,28.87,28.87,85.19,85.19,135,249,100,-1.13,-0.43,-0.043,-0.02,-0.6,155000,154867.6471,26.97
348,29.12,29.12,85.19,85.19,135,247,100,-2.26,-0.55,-0.055,-0.03,-0.68,154500,154838.2353,26.99
349,29.25,29.25,85.19,85.19,135,246,100,-2.26,-0.63,-0.063,-0.03,-0.72,155000,154838.2353,26.86
350,29.44,29.44,85.25,85.25,135,244.5,100,-3.39,-0.6,-0.06,-0.04,-0.72,155000,154882.3529,26.8
351,29.56,29.56,85.25,85.25,135,243.5,100,-2.26,-0.59,-0.059,-0.04,-0.8,155000,154867.6471,26.76
352,29.87,29.87,85.25,85.25,135,241,100,-3.39,-0.44,-0.044,-0.02,-0.8,155000,154882.3529,26.67
352,29.69,29.69,85.25,85.25,135,242.5,100,-2.26,-0.55,-0.055,-0.02,-0.72,155000,154867.6471,26.73
353,30,30,85.31,85.31,135,240,100,-2.26,-0.42,-0.042,-0.01,-0.6,155000,154867.6471,26.63
354,30.12,30.12,85.25,85.25,135,239,100,-2.26,-0.42,-0.042,-0.01,-0.48,155000,154867.6471,26.59
355,30.31,30.31,85.31,85.31,135,237.5,100,-3.39,-0.4,-0.04,0,-0.4,154500,154867.6471,26.63
356,30.62,30.62,85.31,85.31,135,235,100,-2.84,-0.4,-0.04,0.01,-0.32,155000,154852.9412,26.44
357,30.81,30.81,85.31,85.31,135,233.5,100,-3.39,-0.36,-0.036,0.01,-0.16,154500,154852.9412,26.48
358,31,31,85.31,85.31,135,232,100,-3.39,-0.26,-0.026,0.03,0,155000,154867.6471,26.33
359,31.12,31.12,85.31,85.31,135,231,100,-2.26,-0.25,-0.025,0.03,0.24,155000,154867.6471,26.29
360,31.31,31.31,85.37,85.37,135,229.5,100,-3.39,-0.29,-0.029,0.04,0.48,155000,154867.6471,26.24
361,31.5,31.5,85.37,85.37,135,228,100,-3.39,-0.25,-0.025,0.04,0.68,154500,154882.3529,26.28
361,31.69,31.69,85.37,85.37,135,226.5,100,-3.39,-0.17,-0.017,0.03,0.88,155000,154867.6471,26.13
362,31.87,31.87,85.37,85.37,135,225,100,-3.39,-0.16,-0.016,0.03,1.08,154500,154882.3529,26.16
363,32.06,32.06,85.37,85.37,135,223.5,100,-3.39,-0.1,-0.01,0.04,1.28,155000,154882.3529,26.01
364,32.31,32.31,85.44,85.44,135,221.5,100,-4.52,-0.07,-0.007,0.04,1.44,155000,154882.3529,25.94
365,32.5,32.5,85.37,85.37,135,220,100,-3.4,0.02,0.002,0.04,1.6,155000,154867.6471,25.88
366,32.94,32.94,85.44,85.44,135,216.5,100,-4.52,0.04,0.004,0.04,1.76,155000,154867.6471,25.75
366,32.69,32.69,85.44,85.44,135,218.5,100,-3.39,0.01,0.001,0.04,1.92,154500,154867.6471,25.92
367,33.19,33.19,85.44,85.44,135,214.5,100,-4.52,0,0,0.04,1.96,155000,154852.9412,25.68
368,33.44,33.44,85.44,85.44,135,212.5,100,-4.52,-0.09,-0.009,0.03,2,155000,154852.9412,25.6
369,33.69,33.69,85.44,85.44,135,210.5,100,-4.52,-0.03,-0.003,0.03,2,155000,154852.9412,25.53
370,34,34,85.44,85.44,135,208,100,-5.65,-0.14,-0.014,0.01,2.04,154500,154852.9412,25.53
371,34.31,34.31,85.5,85.5,135,205.5,100,-5.65,-0.09,-0.009,0.01,2,155000,154867.6471,25.34
371,34.63,34.63,85.5,85.5,135,203,100,-5.65,-0.16,-0.016,0,1.96,155000,154852.9412,25.24
372,35,35,85.5,85.5,135,200,100,-6.79,-0.12,-0.012,0,1.96,155000,154867.6471,25.13
373,35.38,35.38,85.5,85.5,135,197,100,-6.79,-0.1,-0.01,-0.01,1.88,154500,154867.6471,25.11
374,35.75,35.75,85.5,85.5,135,194,100,-6.78,-0.09,-0.009,-0.01,1.76,155000,154867.6471,24.91
375,36.19,36.19,85.5,85.5,135,190.5,100,-7.92,-0.02,-0.002,-0.01,1.6,154500,154867.6471,24.87
376,37.13,37.13,85.56,85.56,135,183,100,-7.92,-0.02,-0.002,0,1.4,155500,154867.6471,24.4
376,36.69,36.69,85.5,85.5,135,186.5,100,-9.04,-0.07,-0.007,-0.01,1.24,155000,154867.6471,24.63
377,37.69,37.69,85.56,85.56,135,178.5,100,-10.17,0.04,0.004,0,1.08,154500,154882.3529,24.42
378,38.19,38.19,85.56,85.56,135,174.5,100,-9.05,-0.06,-0.006,0.01,0.88,154500,154867.6471,24.27
379,38.69,38.69,85.56,85.56,135,170.5,100,-9.04,-0.02,-0.002,0.01,0.68,155000,154852.9412,24.03
380,39.25,39.25,85.56,85.56,135,166,100,-10.18,-0.18,-0.018,0,0.48,155000,154852.9412,23.86
381,39.88,39.88,85.56,85.56,135,161,100,-11.31,-0.22,-0.022,0,0.28,154500,154852.9412,23.76
382,41,41,85.56,85.56,135,152,100,-10.3,-0.16,-0.016,-0.01,0.08,155000,154867.6471,23.33
383,41.63,41.63,85.56,85.56,135,147,100,-11.31,-0.23,-0.023,-0.01,-0.08,155000,154867.6471,23.14
384,42.19,42.19,85.56,85.56,135,142.5,100,-10.17,-0.08,-0.008,-0.01,-0.2,155000,154852.9412,22.98
385,42.81,42.81,85.56,85.56,135,137.5,100,-11.31,-0.17,-0.017,-0.01,-0.24,155000,154852.9412,22.79
385,43.44,43.44,85.62,85.62,135,132.5,100,-11.3,-0.11,-0.011,-0.01,-0.2,154500,154867.6471,22.69
386,44.06,44.06,85.62,85.62,135,127.5,100,-11.31,-0.14,-0.014,-0.01,-0.2,155000,154852.9412,22.41
388,45.38,45.38,85.62,85.62,135,117,100,-11.92,-0.14,-0.014,-0.01,-0.16,155000,154838.2353,22.02
389,46,46,85.62,85.62,135,112,100,-11.3,-0.12,-0.012,-0.01,-0.16,155000,154823.5294,21.83
390,47.19,47.19,85.62,85.62,135,102.5,100,-11.31,-0.04,-0.004,0,-0.12,155000,154823.5294,21.48
390,46.56,46.56,85.62,85.62,135,107.5,100,-10.17,-0.1,-0.01,0,-0.04,154500,154808.8235,21.76
391,47.81,47.81,85.62,85.62,135,97.5,100,-11.31,-0.05,-0.005,0.02,0.04,155000,154823.5294,21.29
392,48.38,48.38,85.69,85.69,135,93,100,-10.17,-0.07,-0.007,0.02,0.12,155000,154794.1176,21.12
393,48.94,48.94,85.62,85.62,135,88.5,100,-10.18,-0.1,-0.01,0.01,0.24,154500,154794.1176,21.04
394,49.56,49.56,85.69,85.69,135,83.5,100,-11.3,-0.21,-0.021,0.01,0.32,154500,154808.8235,20.86
395,50.13,50.13,85.69,85.69,135,79,100,-10.18,-0.04,-0.004,0,0.36,155000,154823.5294,20.59
395,50.69,50.69,85.69,85.69,135,74.5,100,-10.17,-0.09,-0.009,0,0.44,155000,154808.8235,20.43
396,51.25,51.25,85.69,85.69,135,70,100,-10.18,0.07,0.007,0.01,0.56,155000,154808.8235,20.26
397,51.81,51.81,85.75,85.75,135,65.5,100,-10.18,0.08,0.008,0.01,0.68,155000,154823.5294,20.09
398,52.31,52.31,85.75,85.75,135,61.5,100,-9.05,0.05,0.005,0.02,0.84,154500,154823.5294,20.03
399,52.81,52.81,85.75,85.75,135,57.5,100,-9.05,0.13,0.013,0.02,1,155000,154808.8235,19.79
400,53.38,53.38,85.75,85.75,135,53,100,-10.17,0.15,0.015,0.02,1.16,155000,154794.1176,19.62
400,53.88,53.88,85.75,85.75,135,49,100,-9.05,0.21,0.021,0.02,1.24,154500,154794.1176,19.56
401,54.38,54.38,85.81,85.81,135,45,100,-9.05,0.1,0.01,0.03,1.32,154500,154808.8235,19.41
402,54.81,54.81,85.81,85.81,135,41.5,100,-7.92,0.16,0.016,0.03,1.4,154500,154794.1176,19.28
403,55.31,55.31,85.81,85.81,135,37.5,100,-9.04,0.16,0.016,0.03,1.48,154500,154779.4118,19.13
404,55.75,55.75,85.81,85.81,135,34,100,-7.93,0.26,0.026,0.03,1.56,154500,154735.2941,19
405,56.69,56.69,85.81,85.81,138,26.5,100,-9.04,0.18,0.018,0.03,1.6,155000,154735.2941,18.63
405,56.19,56.19,85.81,85.81,135,30.5,100,-7.92,0.19,0.019,0.03,1.6,154500,154750,18.87
406,57.06,57.06,85.81,85.81,139,23.5,100,-6.79,0.17,0.017,0.01,1.52,155000,154735.2941,18.51
407,57.5,57.5,85.81,85.81,143,20,100,-7.91,0.16,0.016,0.01,1.36,155000,154735.2941,18.38
408,57.94,57.94,85.81,85.81,147,16.5,100,-7.93,0.24,0.024,0.01,1.24,155000,154735.2941,18.25
409,58.38,58.38,85.81,85.81,150,13,100,-7.91,0.19,0.019,0.01,1.12,154500,154735.2941,18.21
410,58.81,58.81,85.81,85.81,154,9.5,100,-7.92,0.21,0.021,0.01,1.04,155000,154720.5882,17.99
410,59.25,59.25,85.81,85.81,157,6,100,-7.92,0.11,0.011,0.01,0.92,155000,154720.5882,17.86
411,59.63,59.63,85.81,85.81,159,3,100,-6.79,0.22,0.022,0,0.76,155000,154691.1765,17.74
412,59.94,59.94,85.81,85.81,161,0.5,100,-5.75,0.07,0.007,0,0.56,154500,154676.4706,17.74
413,60.19,60.19,85.81,85.81,162,-1.5,99.83,-4.52,0.05,0.005,-0.02,0.36,154500,154661.7647,17.67
414,60.38,60.38,85.81,85.81,162,-3,99.49,-3.39,0,0,-0.02,0.12,155000,154632.3529,17.52
415,60.5,60.5,85.81,85.81,163,-4,99.04,-2.26,0.09,0.009,-0.02,-0.08,155000,154617.6471,17.48
415,60.56,60.56,85.81,85.81,163,-4.5,98.54,-1.13,-0.03,-0.003,-0.02,-0.28,154500,154632.3529,17.56
416,60.56,60.56,85.81,85.81,162,-4.5,98.03,0,-0.05,-0.005,-0.03,-0.52,154500,154647.0588,17.56
417,60.56,60.56,85.81,85.81,162,-4.5,97.53,0,-0.04,-0.004,-0.03,-0.84,153500,154647.0588,17.75
418,60.56,60.56,85.81,85.81,163,-4.5,97.02,0,-0.16,-0.016,-0.04,-1.08,155000,154632.3529,17.46
419,60.63,60.63,85.87,85.87,166,-5,95.95,-1.13,-0.08,-0.008,-0.03,-1.32,155000,154647.0588,17.44
419,60.56,60.56,85.87,85.87,163,-4.5,96.51,0,-0.13,-0.013,-0.04,-1.6,154500,154632.3529,17.56
420,60.63,60.63,85.87,85.87,165,-5,95.39,0,-0.13,-0.013,-0.03,-1.8,155000,154632.3529,17.44
421,60.56,60.56,85.87,85.87,164,-4.5,94.88,1.13,-0.21,-0.021,-0.03,-1.92,154500,154617.6471,17.56
422,60.56,60.56,85.87,85.87,166,-4.5,94.38,0,-0.36,-0.036,-0.03,-2.04,154500,154617.6471,17.56
423,60.63,60.63,85.87,85.87,168,-5,93.81,-1.13,-0.32,-0.032,-0.05,-2.16,154500,154617.6471,17.54
424,60.69,60.69,85.87,85.87,169,-5.5,92.63,-1.13,-0.31,-0.031,-0.03,-2.24,155000,154632.3529,17.43
425,60.75,60.75,85.87,85.87,171,-6,91.96,-1.13,-0.4,-0.04,-0.03,-2.32,154000,154617.6471,17.6
426,60.88,60.88,85.87,85.87,174,-7,91.17,-2.26,-0.4,-0.04,-0.04,-2.4,154500,154617.6471,17.46
428,61.06,61.06,85.87,85.87,177,-8.5,89.37,-2.26,-0.23,-0.023,-0.02,-2.44,154000,154602.9412,17.5
429,61.25,61.25,85.87,85.87,181,-10,87.23,-2.26,-0.43,-0.043,-0.02,-2.48,154000,154602.9412,17.45
429,61.13,61.13,85.87,85.87,177,-9,88.36,-1.13,-0.29,-0.029,-0.02,-2.44,154500,154602.9412,17.39
